id,isfraud,fraudpattern,srcvalue,srcfontstyle,srcfontsize,srcfontcolor,srcbbox,desvalue,desfontstyle,desfontsize,desfontcolor,desbbox,srcname,srcregionvalue,srcregionfontstyle,srcregionfontsize,srcregionfontcolor,srcregionbbox,srcshift,desname,desregionvalue,desregionfontstyle,desregionfontsize,desregionfontcolor,desregionbbox,desshift,real_id,id_meta,name,address,birthday,gender,ethnicity,class,issue_date,expire_date,height,weight,eye_color,hair_color,is_donor,is_veteran,license_number,id_stripped
generated_fake_2_26,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0211925.png,03/31/1995,Arial_Bold.ttf,20.0,"[53, 42, 51]","[334, 332, 434, 352]","[[9, 8], [3, 4]]",generated.photos_v3_0657322.png,C,Arial_Bold.ttf,14.0,"[45, 36, 46]","[170, 284, 180, 298]","[[3, 4], [9, 8]]",generated,,,,,,,,,,,,,,,,,
generated_fake_2_32,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0585748.png,D,Arial_Bold.ttf,14.0,"[45, 36, 46]","[170, 284, 180, 298]","[[3, 2], [7, 9]]",generated.photos_v3_0063529.png,11/05/2028,Arial_Bold.ttf,21.0,"[54, 38, 42]","[426, 79, 534, 100]","[[7, 9], [3, 2]]",generated,,,,,,,,,,,,,,,,,
generated_fake_2_36,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0980001.png,03/11/1994,Arial_Bold.ttf,21.0,"[53, 45, 24]","[426, 102, 534, 123]","[[0, 9], [9, 4]]",generated.photos_v3_0514773.png,129 lb,Arial_Bold.ttf,15.0,"[23, 42, 33]","[332, 254, 373, 269]","[[9, 4], [0, 9]]",generated,,,,,,,,,,,,,,,,,
generated_fake_2_22,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0762179.png,BRO,Arial_Bold.ttf,14.0,"[46, 46, 56]","[276, 254, 307, 268]","[[7, 4], [9, 4]]",generated.photos_v3_0673176.png,175 lb,Arial_Bold.ttf,15.0,"[23, 42, 33]","[332, 254, 373, 269]","[[9, 4], [7, 4]]",generated,,,,,,,,,,,,,,,,,
generated.photos_v3_0003040_fake_5294,True,Fraud5_inpaint_and_rewrite,D91405890,Arial_Bold.ttf,21.0,"[36, 36, 36]","[211, 79, 322, 100]",D91405890,DejaVuSansCondensed.ttf,20.0,"[0, 0, 0]","[211, 79, 322, 100]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0003040,generated.photos_v3_0003040,Jacob Russell,"143 Mc 85, Buckeye, AZ 85326",1987-07-21,M,white,B,2021-12-30,2026-12-30,5'-00'',157 lb,BRO,BRO,False,False,D91405890,generated.photos_v3_0003040
generated.photos_v3_0007424_fake_4678,True,Fraud5_inpaint_and_rewrite,WADE,Arial_Bold.ttf,16.0,"[20, 45, 31]","[183, 129, 233, 145]",WADE,DejaVuSansMono-Bold.ttf,20.0,"[0, 0, 0]","[183, 129, 233, 145]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0007424,generated.photos_v3_0007424,Matthew Wade,"39 Fillmore Street, Phoenix, AZ 85001",1986-04-23,M,white,C,2024-05-12,2029-05-12,5'-01'',152 lb,BRO,BRO,False,False,D40309216,generated.photos_v3_0007424
generated.photos_v3_0013103_fake_54,True,Fraud5_inpaint_and_rewrite,"AVONDALE, AZ 85323",Arial_Bold.ttf,14.0,"[29, 38, 25]","[183, 214, 332, 228]","AVONDALE, AZ 85323",DejaVuSansCondensed-Bold.ttf,13.0,"[0, 0, 0]","[183, 214, 332, 228]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0013103,generated.photos_v3_0013103,Mingzhe Raj,"3472 Avondale Boulevard, Avondale, AZ 85323",1992-12-19,M,asian,D,2022-10-11,2027-10-11,5'-06'',182 lb,BRO,BLK,False,False,D07758416,generated.photos_v3_0013103
generated.photos_v3_0005821_fake_154,True,Fraud5_inpaint_and_rewrite,BRO,Arial_Bold.ttf,14.0,"[46, 46, 56]","[276, 254, 307, 268]",BRO,DejaVuSansMono-BoldOblique.ttf,15.0,"[0, 0, 0]","[276, 254, 307, 268]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0005821,generated.photos_v3_0005821,Haruka Chen,"21 Pinal Avenue, Casa Grande, AZ 85122",1994-12-10,F,asian,D,2020-11-29,2025-11-29,6'-03'',163 lb,BRO,BRO,False,False,D01659183,generated.photos_v3_0005821
generated.photos_v3_0003285_fake_470,True,Fraud5_inpaint_and_rewrite,F,Arial_Bold.ttf,15.0,"[40, 39, 23]","[169, 254, 178, 269]",F,DejaVuSerif-Bold.ttf,11.0,"[0, 0, 0]","[169, 254, 178, 269]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0003285,generated.photos_v3_0003285,Madison Jones,"45 Sarival Avenue, Goodyear, AZ 85338",1999-05-02,F,white,D,2023-09-19,2028-09-19,7'-07'',196 lb,BRO,BRO,False,False,D52764538,generated.photos_v3_0003285
generated.photos_v3_0011742_fake_2969,True,Fraud5_inpaint_and_rewrite,B,Arial_Bold.ttf,14.0,"[51, 56, 41]","[170, 315, 180, 329]",B,DejaVuSerifCondensed-BoldItalic.ttf,11.0,"[0, 0, 0]","[170, 315, 180, 329]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0011742,generated.photos_v3_0011742,Ying Chang,"3505 Main Street, Florence, AZ 85132",1997-05-30,F,asian,D,2022-01-08,2027-01-08,7'-06'',189 lb,BRO,BRO,False,False,D72074401,generated.photos_v3_0011742
generated_fake_2_23,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0057645.png,12/24/1981,Arial_Bold.ttf,20.0,"[53, 42, 51]","[334, 332, 434, 352]","[[9, 1], [4, 5]]",generated.photos_v3_0983544.png,TYLER,Arial_Bold.ttf,16.0,"[24, 43, 32]","[183, 155, 237, 171]","[[4, 5], [9, 1]]",generated,,,,,,,,,,,,,,,,,
generated.photos_v3_0014397_fake_1357,True,Fraud5_inpaint_and_rewrite,F,Arial_Bold.ttf,15.0,"[40, 39, 23]","[169, 254, 178, 269]",F,DejaVuSerifCondensed-BoldItalic.ttf,10.0,"[0, 0, 0]","[169, 254, 178, 269]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0014397,generated.photos_v3_0014397,Eva Aguilar,"609 Indian School Road, Buckeye, AZ 85326",1995-08-29,F,latino,C,2021-06-19,2026-06-19,6'-04'',144 lb,BRO,BRO,False,False,D11562858,generated.photos_v3_0014397
generated_fake_2_37,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0935476.png,598 SUPERSTITION BOULEVARD,Arial_Bold.ttf,14.0,"[47, 38, 42]","[184, 199, 407, 213]","[[6, 7], [6, 4]]",generated.photos_v3_0324132.png,"FLORENCE, AZ 85132",Arial_Bold.ttf,14.0,"[29, 38, 25]","[183, 214, 331, 228]","[[6, 4], [6, 7]]",generated,,,,,,,,,,,,,,,,,
generated_fake_2_21,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0747878_0928212_0106463.png,BRO,Arial_Bold.ttf,14.0,"[46, 46, 56]","[276, 254, 307, 268]","[[8, 2], [2, 0]]",generated.photos_v3_0978416.png,113 lb,Arial_Bold.ttf,15.0,"[23, 42, 33]","[332, 254, 373, 269]","[[2, 0], [8, 2]]",generated,,,,,,,,,,,,,,,,,
generated_fake_2_35,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0368783.png,"PAYSON, AZ 85541",Arial_Bold.ttf,14.0,"[29, 38, 25]","[183, 214, 312, 228]","[[4, 9], [2, 8]]",generated.photos_v3_0251036.png,01/19/2020,Arial_Bold.ttf,14.0,"[31, 27, 34]","[215, 109, 287, 123]","[[2, 8], [4, 9]]",generated,,,,,,,,,,,,,,,,,
generated.photos_v3_0003285_fake_5964,True,Fraud5_inpaint_and_rewrite,F,Arial_Bold.ttf,15.0,"[40, 39, 23]","[169, 254, 178, 269]",F,DejaVuSansMono-Oblique.ttf,12.0,"[0, 0, 0]","[169, 254, 178, 269]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0003285,generated.photos_v3_0003285,Madison Jones,"45 Sarival Avenue, Goodyear, AZ 85338",1999-05-02,F,white,D,2023-09-19,2028-09-19,7'-07'',196 lb,BRO,BRO,False,False,D52764538,generated.photos_v3_0003285
generated.photos_v3_0009764_fake_120,True,Fraud5_inpaint_and_rewrite,F,Arial_Bold.ttf,15.0,"[40, 39, 23]","[169, 254, 178, 269]",F,DejaVuSansCondensed-BoldOblique.ttf,13.0,"[0, 0, 0]","[169, 254, 178, 269]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0009764,generated.photos_v3_0009764,Sofia Alvarez,"7 Avenida Cochise, Sierra Vista, AZ 85635",1993-12-01,F,latino,A,2022-06-01,2027-06-01,5'-06'',200 lb,BRO,BRO,False,False,D10623075,generated.photos_v3_0009764
generated.photos_v3_0012338_fake_3910,True,Fraud5_inpaint_and_rewrite,ALEXANDER,Arial_Bold.ttf,16.0,"[24, 43, 32]","[183, 155, 286, 171]",ALEXANDER,DejaVuSans.ttf,16.0,"[0, 0, 0]","[183, 155, 286, 171]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0012338,generated.photos_v3_0012338,Alexander Miller,"82 La Canada Drive, Oro Valley, AZ 85737",1994-05-29,M,white,D,2024-07-13,2029-07-13,5'-00'',167 lb,BRO,BRO,False,False,D29613527,generated.photos_v3_0012338
generated.photos_v3_0016621_fake_3981,True,Fraud5_inpaint_and_rewrite,D92505580,Arial_Bold.ttf,21.0,"[36, 36, 36]","[211, 79, 322, 100]",D92505580,DejaVuMathTeXGyre.ttf,18.0,"[0, 0, 0]","[211, 79, 322, 100]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0016621,generated.photos_v3_0016621,Kesha Brown,"575 Rancho Vistoso Boulevard, Oro Valley, AZ 85737",2003-07-14,F,black,A,2020-03-09,2025-03-09,6'-03'',128 lb,BRO,BLK,False,False,D92505580,generated.photos_v3_0016621
generated.photos_v3_0009540_fake_2635,True,Fraud5_inpaint_and_rewrite,CRUZ,Arial_Bold.ttf,16.0,"[20, 45, 31]","[183, 129, 229, 145]",CRUZ,DejaVuSansCondensed-Bold.ttf,16.0,"[0, 0, 0]","[183, 129, 229, 145]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0009540,generated.photos_v3_0009540,Alyssa Cruz,"2885 Otero Avenue, Bisbee, AZ 85603",1996-05-06,F,latino,B,2021-04-20,2026-04-20,5'-04'',101 lb,BRO,BRO,True,False,D05351988,generated.photos_v3_0009540
generated.photos_v3_0012338_fake_5804,True,Fraud5_inpaint_and_rewrite,B,Arial_Bold.ttf,14.0,"[51, 56, 41]","[170, 315, 180, 329]",B,DejaVuSans-ExtraLight.ttf,14.0,"[0, 0, 0]","[170, 315, 180, 329]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0012338,generated.photos_v3_0012338,Alexander Miller,"82 La Canada Drive, Oro Valley, AZ 85737",1994-05-29,M,white,D,2024-07-13,2029-07-13,5'-00'',167 lb,BRO,BRO,False,False,D29613527,generated.photos_v3_0012338
generated_fake_2_34,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0536198.png,NONE,Arial_Bold.ttf,14.0,"[24, 44, 34]","[221, 284, 261, 298]","[[4, 5], [5, 4]]",generated.photos_v3_0964612.png,D14010062,Arial_Bold.ttf,21.0,"[36, 36, 36]","[211, 79, 322, 100]","[[5, 4], [4, 5]]",generated,,,,,,,,,,,,,,,,,
generated_fake_2_20,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0664449.png,SMITH,Arial_Bold.ttf,16.0,"[20, 45, 31]","[183, 129, 233, 145]","[[1, 7], [8, 1]]",generated.photos_v3_0916239.png,3127 HARDY DRIVE,Arial_Bold.ttf,14.0,"[47, 38, 42]","[184, 199, 315, 213]","[[8, 1], [1, 7]]",generated,,,,,,,,,,,,,,,,,
generated_fake_2_47,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0327546.png,688 CHERRY AVENUE,Arial_Bold.ttf,14.0,"[47, 38, 42]","[184, 199, 331, 213]","[[4, 0], [8, 0]]",generated.photos_v3_0334755.png,NONE,Arial_Bold.ttf,14.0,"[24, 44, 34]","[221, 284, 261, 298]","[[8, 0], [4, 0]]",generated,,,,,,,,,,,,,,,,,
generated_fake_2_53,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0958876.png,RAMIREZ,Arial_Bold.ttf,16.0,"[20, 45, 31]","[183, 129, 257, 145]","[[2, 5], [6, 9]]",generated.photos_v3_0204423.png,86 DYSART ROAD,Arial_Bold.ttf,14.0,"[47, 38, 42]","[184, 199, 306, 213]","[[6, 9], [2, 5]]",generated,,,,,,,,,,,,,,,,,
generated_fake_2_84,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0518848.png,01/12/92,Arial_Bold.ttf,14.0,"[149, 156, 130]","[498, 324, 554, 338]","[[2, 7], [4, 1]]",generated.photos_v3_0967031.png,0000000000002584,Arial_Bold.ttf,13.0,"[55, 33, 28]","[196, 333, 308, 346]","[[4, 1], [2, 7]]",generated,,,,,,,,,,,,,,,,,
generated_fake_2_90,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0728360.png,6'-02'',Arial_Bold.ttf,15.0,"[47, 40, 52]","[225, 254, 266, 269]","[[6, 3], [4, 3]]",generated.photos_v3_0497908.png,05/16/2028,Arial_Bold.ttf,21.0,"[54, 38, 42]","[426, 79, 534, 100]","[[4, 3], [6, 3]]",generated,,,,,,,,,,,,,,,,,
generated.photos_v3_0007424_fake_2442,True,Fraud5_inpaint_and_rewrite,5'-01'',Arial_Bold.ttf,15.0,"[47, 40, 52]","[225, 254, 266, 269]",5'-01'',DejaVuMathTeXGyre.ttf,13.0,"[0, 0, 0]","[225, 254, 266, 269]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0007424,generated.photos_v3_0007424,Matthew Wade,"39 Fillmore Street, Phoenix, AZ 85001",1986-04-23,M,white,C,2024-05-12,2029-05-12,5'-01'',152 lb,BRO,BRO,False,False,D40309216,generated.photos_v3_0007424
generated.photos_v3_0016311_fake_3547,True,Fraud5_inpaint_and_rewrite,M,Arial_Bold.ttf,15.0,"[40, 39, 23]","[169, 254, 182, 269]",M,DejaVuSerif-Bold.ttf,11.0,"[0, 0, 0]","[169, 254, 182, 269]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0016311,generated.photos_v3_0016311,Kenneth Mitchell,"6731 24th Drive, Yuma, AZ 85364",1994-11-06,M,white,A,2022-03-15,2027-03-15,7'-07'',168 lb,BRO,BRO,False,False,D00718568,generated.photos_v3_0016311
generated_fake_2_2,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0905003.png,0000000000003132,Arial_Bold.ttf,13.0,"[55, 33, 28]","[196, 333, 308, 346]","[[6, 7], [0, 7]]",generated.photos_v3_0805623.png,BRANDON,Arial_Bold.ttf,16.0,"[24, 43, 32]","[183, 155, 267, 171]","[[0, 7], [6, 7]]",generated,,,,,,,,,,,,,,,,,
generated_fake_2_3,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0004219.png,0000000000001690,Arial_Bold.ttf,13.0,"[55, 33, 28]","[196, 333, 308, 346]","[[9, 1], [7, 8]]",generated.photos_v3_0662567_0001952_0953720.png,MALCOLM,Arial_Bold.ttf,16.0,"[24, 43, 32]","[183, 155, 265, 171]","[[7, 8], [9, 1]]",generated,,,,,,,,,,,,,,,,,
generated.photos_v3_0010375_fake_5439,True,Fraud5_inpaint_and_rewrite,BLU,Arial_Bold.ttf,14.0,"[46, 46, 56]","[276, 254, 305, 268]",BLU,DejaVuSansCondensed-Bold.ttf,14.0,"[0, 0, 0]","[276, 254, 305, 268]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0010375,generated.photos_v3_0010375,Lucy Harris,"210 London Bridge Road, Lake Havasu City, AZ 86403",1977-12-05,F,white,B,2021-06-04,2026-06-04,5'-07'',165 lb,BLU,BLN,False,False,D90612396,generated.photos_v3_0010375
generated_fake_2_91,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0842570_0105071_0142367.png,06/14/97,Arial_Bold.ttf,14.0,"[149, 156, 130]","[498, 324, 554, 338]","[[3, 0], [8, 2]]",generated.photos_v3_0998769.png,F,Arial_Bold.ttf,15.0,"[40, 39, 23]","[169, 254, 178, 269]","[[8, 2], [3, 0]]",generated,,,,,,,,,,,,,,,,,
generated_fake_2_85,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0141941.png,07/05/2000,Arial_Bold.ttf,20.0,"[53, 42, 51]","[334, 332, 434, 352]","[[1, 8], [6, 2]]",generated.photos_v3_0730242.png,NONE,Arial_Bold.ttf,14.0,"[24, 44, 34]","[221, 284, 261, 298]","[[6, 2], [1, 8]]",generated,,,,,,,,,,,,,,,,,
generated_fake_2_52,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0416188.png,B,Arial_Bold.ttf,14.0,"[51, 56, 41]","[170, 315, 180, 329]","[[2, 0], [8, 7]]",generated.photos_v3_0349446.png,98 HWY 87,Arial_Bold.ttf,14.0,"[47, 38, 42]","[184, 199, 256, 213]","[[8, 7], [2, 0]]",generated,,,,,,,,,,,,,,,,,
generated_fake_2_46,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0199897.png,F,Arial_Bold.ttf,15.0,"[40, 39, 23]","[169, 254, 178, 269]","[[5, 0], [9, 3]]",generated.photos_v3_0565316.png,215 lb,Arial_Bold.ttf,15.0,"[23, 42, 33]","[332, 254, 373, 269]","[[9, 3], [5, 0]]",generated,,,,,,,,,,,,,,,,,
generated_fake_2_50,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0153461.png,A,Arial_Bold.ttf,14.0,"[45, 36, 46]","[170, 284, 180, 298]","[[7, 4], [8, 6]]",generated.photos_v3_0221800.png,B,Arial_Bold.ttf,14.0,"[51, 56, 41]","[170, 315, 180, 329]","[[8, 6], [7, 4]]",generated,,,,,,,,,,,,,,,,,
generated_fake_2_44,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0075573_0131493_0131040.png,01/17/2024,Arial_Bold.ttf,14.0,"[31, 27, 34]","[215, 109, 287, 123]","[[7, 5], [3, 9]]",generated.photos_v3_0299844.png,01/08/2026,Arial_Bold.ttf,21.0,"[54, 38, 42]","[426, 79, 534, 100]","[[3, 9], [7, 5]]",generated,,,,,,,,,,,,,,,,,
generated_fake_2_78,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0224725.png,TAN,Arial_Bold.ttf,16.0,"[20, 45, 31]","[183, 129, 217, 145]","[[7, 6], [2, 3]]",generated.photos_v3_0766900.png,04/25/2024,Arial_Bold.ttf,14.0,"[31, 27, 34]","[215, 109, 287, 123]","[[2, 3], [7, 6]]",generated,,,,,,,,,,,,,,,,,
generated_fake_2_93,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0494563_0073875_0733672.png,MONTRELL,Arial_Bold.ttf,16.0,"[24, 43, 32]","[183, 155, 273, 171]","[[4, 5], [0, 9]]",generated.photos_v3_0379714.png,05/22/1987,Arial_Bold.ttf,20.0,"[53, 42, 51]","[334, 332, 434, 352]","[[0, 9], [4, 5]]",generated,,,,,,,,,,,,,,,,,
generated_fake_2_87,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0912475.png,NONE,Arial_Bold.ttf,14.0,"[24, 44, 34]","[221, 284, 261, 298]","[[7, 5], [8, 6]]",generated.photos_v3_0455697.png,0000000000005402,Arial_Bold.ttf,13.0,"[55, 33, 28]","[196, 333, 308, 346]","[[8, 6], [7, 5]]",generated,,,,,,,,,,,,,,,,,
generated.photos_v3_0011812_fake_4698,True,Fraud5_inpaint_and_rewrite,NONE,Arial_Bold.ttf,14.0,"[24, 44, 34]","[221, 284, 261, 298]",NONE,DejaVuSerifCondensed-BoldItalic.ttf,12.0,"[0, 0, 0]","[221, 284, 261, 298]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0011812,generated.photos_v3_0011812,Alora Carter,"282 Via de Ventura, Scottsdale, AZ 85250",1984-04-30,F,white,B,2022-03-01,2027-03-01,6'-10'',186 lb,GRA,BLN,False,True,D67472224,generated.photos_v3_0011812
generated.photos_v3_0003687_fake_1456,True,Fraud5_inpaint_and_rewrite,NONE,Arial_Bold.ttf,14.0,"[24, 44, 34]","[221, 284, 261, 298]",NONE,DejaVuSans-BoldOblique.ttf,12.0,"[0, 0, 0]","[221, 284, 261, 298]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0003687,generated.photos_v3_0003687,Mila Campbell,"25 Estrella Parkway, Goodyear, AZ 85395",1986-12-07,F,white,A,2021-08-10,2026-08-10,5'-10'',132 lb,BRO,BRO,False,False,D11295262,generated.photos_v3_0003687
generated.photos_v3_0005944_fake_2801,True,Fraud5_inpaint_and_rewrite,B,Arial_Bold.ttf,14.0,"[51, 56, 41]","[170, 315, 180, 329]",B,DejaVuSerif-BoldItalic.ttf,10.0,"[0, 0, 0]","[170, 315, 180, 329]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0005944,generated.photos_v3_0005944,Meera Li,"6252 Royal Palm Drive, Apache Junction, AZ 85120",2003-07-31,F,asian,A,2023-04-29,2028-04-29,5'-01'',195 lb,BRO,BRO,False,False,D44776013,generated.photos_v3_0005944
generated_fake_2_1,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0164262.png,M,Arial_Bold.ttf,15.0,"[40, 39, 23]","[169, 254, 182, 269]","[[6, 5], [4, 2]]",generated.photos_v3_0676531_0924751_0704350.png,NONE,Arial_Bold.ttf,14.0,"[24, 44, 34]","[221, 284, 261, 298]","[[4, 2], [6, 5]]",generated,,,,,,,,,,,,,,,,,
generated.photos_v3_0006207_fake_3844,True,Fraud5_inpaint_and_rewrite,RAUL,Arial_Bold.ttf,16.0,"[24, 43, 32]","[183, 155, 229, 171]",RAUL,DejaVuSansCondensed-Oblique.ttf,18.0,"[0, 0, 0]","[183, 155, 229, 171]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0006207,generated.photos_v3_0006207,Raul Campos,"25 Rodeo Road, Casa Grande, AZ 85122",1991-02-13,M,latino,C,2021-12-13,2026-12-13,5'-06'',219 lb,BRO,BRO,True,False,D78133264,generated.photos_v3_0006207
generated.photos_v3_0004023_fake_4095,True,Fraud5_inpaint_and_rewrite,24 LITCHFIELD ROAD,Arial_Bold.ttf,14.0,"[47, 38, 42]","[184, 199, 332, 213]",24 LITCHFIELD ROAD,DejaVuSerifCondensed-Bold.ttf,13.0,"[0, 0, 0]","[184, 199, 332, 213]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0004023,generated.photos_v3_0004023,Samuel Johnson,"24 Litchfield Road, Surprise, AZ 85374",1997-04-09,M,white,C,2021-04-26,2026-04-26,7'-02'',114 lb,BRO,BRO,False,False,D16534331,generated.photos_v3_0004023
generated_fake_2_0,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0273756.png,D12754482,Arial_Bold.ttf,21.0,"[36, 36, 36]","[211, 79, 322, 100]","[[0, 8], [1, 9]]",generated.photos_v3_0651904.png,6156 WILLOW STREET,Arial_Bold.ttf,14.0,"[47, 38, 42]","[184, 199, 338, 213]","[[1, 9], [0, 8]]",generated,,,,,,,,,,,,,,,,,
generated.photos_v3_0016621_fake_1062,True,Fraud5_inpaint_and_rewrite,07/14/2003,Arial_Bold.ttf,20.0,"[53, 42, 51]","[334, 332, 434, 352]",07/14/2003,DejaVuSans-Oblique.ttf,16.0,"[0, 0, 0]","[334, 332, 434, 352]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0016621,generated.photos_v3_0016621,Kesha Brown,"575 Rancho Vistoso Boulevard, Oro Valley, AZ 85737",2003-07-14,F,black,A,2020-03-09,2025-03-09,6'-03'',128 lb,BRO,BLK,False,False,D92505580,generated.photos_v3_0016621
generated_fake_2_86,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0784286.png,06/29/2025,Arial_Bold.ttf,21.0,"[54, 38, 42]","[426, 79, 534, 100]","[[9, 5], [8, 3]]",generated.photos_v3_0991718.png,07/28/1993,Arial_Bold.ttf,20.0,"[53, 42, 51]","[334, 332, 434, 352]","[[8, 3], [9, 5]]",generated,,,,,,,,,,,,,,,,,
generated_fake_2_92,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0377145.png,B,Arial_Bold.ttf,14.0,"[51, 56, 41]","[170, 315, 180, 329]","[[2, 5], [2, 6]]",generated.photos_v3_0383851.png,D75725888,Arial_Bold.ttf,21.0,"[36, 36, 36]","[211, 79, 322, 100]","[[2, 6], [2, 5]]",generated,,,,,,,,,,,,,,,,,
generated_fake_2_79,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0749197.png,BRO,Arial_Bold.ttf,14.0,"[46, 46, 56]","[276, 254, 307, 268]","[[1, 0], [7, 9]]",generated.photos_v3_0714863.png,B,Arial_Bold.ttf,14.0,"[51, 56, 41]","[170, 315, 180, 329]","[[7, 9], [1, 0]]",generated,,,,,,,,,,,,,,,,,
generated_fake_2_45,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0941809.png,06/19/1994,Arial_Bold.ttf,21.0,"[53, 45, 24]","[426, 102, 534, 123]","[[4, 1], [9, 4]]",generated.photos_v3_0764138_0777765_0091489.png,BRO,Arial_Bold.ttf,14.0,"[46, 46, 56]","[276, 254, 307, 268]","[[9, 4], [4, 1]]",generated,,,,,,,,,,,,,,,,,
generated.photos_v3_0007125_fake_5503,True,Fraud5_inpaint_and_rewrite,BRO,Arial_Bold.ttf,14.0,"[46, 46, 56]","[276, 254, 307, 268]",BRO,DejaVuSansMono-Bold.ttf,17.0,"[0, 0, 0]","[276, 254, 307, 268]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0007125,generated.photos_v3_0007125,Haruka Choi,"399 51st Avenue, Glendale, AZ 85301",1996-12-19,F,asian,A,2022-07-30,2027-07-30,5'-04'',152 lb,BRO,BRO,False,False,D03875228,generated.photos_v3_0007125
generated_fake_2_51,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0137522_0131305_0088959.png,7245 ADAMS STREET,Arial_Bold.ttf,14.0,"[47, 38, 42]","[184, 199, 330, 213]","[[9, 0], [8, 4]]",generated.photos_v3_0122938.png,ARIANA,Arial_Bold.ttf,16.0,"[24, 43, 32]","[183, 155, 247, 171]","[[8, 4], [9, 0]]",generated,,,,,,,,,,,,,,,,,
generated_fake_2_69,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0224864.png,NONE,Arial_Bold.ttf,14.0,"[24, 44, 34]","[221, 284, 261, 298]","[[3, 0], [9, 0]]",generated.photos_v3_0041380.png,"SAHUARITA, AZ 85629",Arial_Bold.ttf,14.0,"[29, 38, 25]","[183, 214, 336, 228]","[[9, 0], [3, 0]]",generated,,,,,,,,,,,,,,,,,
