desshift,id,desvalue,address,hair_color,license_number,desfontcolor,srcregionfontcolor,srcfontsize,desname,srcfontstyle,srcregionfontsize,srcregionbbox,desregionbbox,name,srcvalue,desregionfontcolor,srcfontcolor,srcbbox,desfontsize,desregionvalue,fraudpattern,desbbox,ethnicity,eye_color,desfontstyle,id_stripped,desregionfontsize,is_donor,srcregionfontstyle,is_fraud,weight,expire_date,birthday,desregionfontstyle,height,issue_date,class,srcregionvalue,gender,srcname,srcshift,is_veteran
,generated.photos_v3_0092266,,"6771 McDowell Road, Goodyear, AZ 85338",BLK,D71993980,,,,,,,,,Eduardo Ortega,,,,,,,,,latino,BRO,,generated.photos_v3_0092266,,False,,False,159 lb,2026-04-20,1975-04-09,,5'-08'',2021-04-20,A,,M,,,False
,generated.photos_v3_0027344,,"67 Moon Canyon Road, Bisbee, AZ 85603",BRO,D38086565,,,,,,,,,Juliana Sanchez,,,,,,,,,latino,BRO,,generated.photos_v3_0027344,,False,,False,168 lb,2029-03-28,1994-06-28,,7'-02'',2024-03-28,C,,F,,,False
,generated.photos_v3_0064269,,"5165 Shea Boulevard, Scottsdale, AZ 85250",BRO,D87787350,,,,,,,,,Yumiko Sato,,,,,,,,,asian,BRO,,generated.photos_v3_0064269,,False,,False,128 lb,2027-10-17,1997-02-21,,6'-03'',2022-10-17,B,,F,,,False
,generated.photos_v3_0067012,,"8392 Greenway Road, Surprise, AZ 85374",BLK,D80551175,,,,,,,,,Zhang Das,,,,,,,,,asian,BRO,,generated.photos_v3_0067012,,False,,False,246 lb,2025-12-13,2003-12-24,,7'-10'',2020-12-13,A,,M,,,False
,generated.photos_v3_0081597,,"601 Idaho Road, Apache Junction, AZ 85120",BRO,D07126812,,,,,,,,,Emma Clark,,,,,,,,,white,BRO,,generated.photos_v3_0081597,,True,,False,123 lb,2025-03-06,1986-07-01,,5'-01'',2020-03-06,C,,F,,,False
,generated.photos_v3_0011812,,"282 Via de Ventura, Scottsdale, AZ 85250",BLN,D67472224,,,,,,,,,Alora Carter,,,,,,,,,white,GRA,,generated.photos_v3_0011812,,False,,False,186 lb,2027-03-01,1984-04-30,,6'-10'',2022-03-01,B,,F,,,True
,generated.photos_v3_0072351,,"8531 Trekell Road, Casa Grande, AZ 85122",BRO,D66575977,,,,,,,,,Isabel Fuentes,,,,,,,,,latino,BRO,,generated.photos_v3_0072351,,False,,False,125 lb,2029-02-18,1992-06-11,,6'-05'',2024-02-18,B,,F,,,False
,generated.photos_v3_0076150,,"65 Hwy 87, Payson, AZ 85541",BLK,D52130250,,,,,,,,,Emilia Mendoza,,,,,,,,,latino,BRO,,generated.photos_v3_0076150,,False,,False,148 lb,2026-06-30,1998-09-01,,5'-06'',2021-06-30,D,,F,,,False
,generated.photos_v3_0098937,,"519 7th Street, Douglas, AZ 85607",BLK,D40652414,,,,,,,,,Jason Hill,,,,,,,,,white,BRO,,generated.photos_v3_0098937,,False,,False,219 lb,2027-11-03,1995-02-03,,5'-11'',2022-11-03,A,,M,,,False
,generated.photos_v3_0046078,,"7521 Hwy 87, Payson, AZ 85541",BLK,D46862047,,,,,,,,,Jaime Navarro,,,,,,,,,latino,BRO,,generated.photos_v3_0046078,,False,,False,191 lb,2029-03-06,1988-04-08,,5'-02'',2024-03-06,B,,M,,,False
,generated.photos_v3_0100011,,"551 Olive Avenue, Glendale, AZ 85301",BLK,D02271891,,,,,,,,,Lei Chung,,,,,,,,,asian,BRO,,generated.photos_v3_0100011,,False,,False,194 lb,2029-12-03,1999-10-12,,5'-01'',2024-12-03,B,,M,,,False
,generated.photos_v3_0054454,,"5041 McDowell Road, Goodyear, AZ 85338",BRO,D40587711,,,,,,,,,Jun Chang,,,,,,,,,asian,BRO,,generated.photos_v3_0054454,,False,,False,149 lb,2028-01-08,2001-09-21,,7'-07'',2023-01-08,D,,M,,,False
,generated.photos_v3_0059996_0728435_0796392,,"3939 Sunset Drive, Eloy, AZ 85131",BLK,D58645146,,,,,,,,,Shaunice Simmons,,,,,,,,,black,BRO,,generated.photos_v3_0059996_0728435_0796392,,False,,False,180 lb,2026-06-21,1991-05-11,,5'-05'',2021-06-21,D,,F,,,False
,generated.photos_v3_0047698_0440445_0061729,,"90 Oracle Road, Oro Valley, AZ 85737",BLK,D76099923,,,,,,,,,Jovan Fowler,,,,,,,,,black,BRO,,generated.photos_v3_0047698_0440445_0061729,,False,,False,218 lb,2028-05-26,1998-03-27,,6'-05'',2023-05-26,B,,M,,,False
,generated.photos_v3_0108166_0995943_0972790,,"175 Leroux Street, Flagstaff, AZ 86001",BRO,D89249544,,,,,,,,,Devante Green,,,,,,,,,black,BRO,,generated.photos_v3_0108166_0995943_0972790,,False,,False,155 lb,2025-10-23,1992-02-21,,5'-06'',2020-10-23,B,,M,,,False
,generated.photos_v3_0003040,,"143 Mc 85, Buckeye, AZ 85326",BRO,D91405890,,,,,,,,,Jacob Russell,,,,,,,,,white,BRO,,generated.photos_v3_0003040,,False,,False,157 lb,2026-12-30,1987-07-21,,5'-00'',2021-12-30,B,,M,,,False
,generated.photos_v3_0112603,,"5142 Buffalo Soldier Trail, Sierra Vista, AZ 85635",BLK,D90582416,,,,,,,,,Rakeem Collins,,,,,,,,,black,BRO,,generated.photos_v3_0112603,,True,,False,148 lb,2028-02-19,1993-05-29,,7'-09'',2023-02-19,A,,M,,,False
,generated.photos_v3_0039492,,"99 El Mirage Road, El Mirage, AZ 85335",BRO,D96954820,,,,,,,,,Hiroko Zhou,,,,,,,,,asian,BRO,,generated.photos_v3_0039492,,False,,False,175 lb,2027-12-26,1996-07-20,,5'-08'',2022-12-26,B,,F,,,False
,generated.photos_v3_0050430,,"871 Smith Enke Road, Maricopa, AZ 85138",BRO,D27064367,,,,,,,,,Anwar Miyamoto,,,,,,,,,asian,BRO,,generated.photos_v3_0050430,,False,,False,105 lb,2026-11-21,2000-08-24,,5'-00'',2021-11-21,D,,M,,,False
,generated.photos_v3_0056860,,"68 S. McLane Road, Payson, AZ 85541",BLK,D17483423,,,,,,,,,Felix Gutierrez,,,,,,,,,latino,BRO,,generated.photos_v3_0056860,,False,,False,160 lb,2028-06-14,1993-06-18,,5'-06'',2023-06-14,A,,M,,,False
,generated.photos_v3_0021430,,"7546 Pima Mine Road, Sahuarita, AZ 85629",BRO,D58573542,,,,,,,,,Nao Chua,,,,,,,,,asian,BRO,,generated.photos_v3_0021430,,False,,False,185 lb,2026-01-18,1997-12-07,,5'-04'',2021-01-18,C,,F,,,False
,generated.photos_v3_0049954,,"3517 32nd Street, Yuma, AZ 85364",BRO,D47870687,,,,,,,,,Roberto Sanchez,,,,,,,,,latino,BRO,,generated.photos_v3_0049954,,True,,False,108 lb,2025-06-29,1992-04-22,,5'-11'',2020-06-29,A,,M,,,False
,generated.photos_v3_0016288,,"19 Miller Road, Scottsdale, AZ 85250",BRO,D91555093,,,,,,,,,Isabella Young,,,,,,,,,white,GRA,,generated.photos_v3_0016288,,False,,False,158 lb,2025-10-29,1985-01-18,,6'-06'',2020-10-29,C,,F,,,False
,generated.photos_v3_0086116,,"120 Arizona Avenue, Chandler, AZ 85224",BLK,D01336426,,,,,,,,,Alberto Castillo,,,,,,,,,latino,BRO,,generated.photos_v3_0086116,,False,,False,141 lb,2028-01-03,1995-07-25,,5'-09'',2023-01-03,B,,M,,,False
,generated.photos_v3_0022461,,"634 Peoria Avenue, El Mirage, AZ 85335",BRO,D58035404,,,,,,,,,Bao Kim,,,,,,,,,asian,BRO,,generated.photos_v3_0022461,,False,,False,187 lb,2028-07-27,1997-08-05,,5'-07'',2023-07-27,D,,M,,,False
,generated.photos_v3_0086328,,"56 Deer Run Drive, Sierra Vista, AZ 85635",BRO,D06714402,,,,,,,,,Shanti Zhang,,,,,,,,,asian,BRO,,generated.photos_v3_0086328,,False,,False,133 lb,2027-12-15,1995-09-11,,5'-04'',2022-12-15,D,,F,,,False
,generated.photos_v3_0083244,,"855 Pennington Street, Tucson, AZ 85701",BRO,D18600418,,,,,,,,,Mauricio Hernandez,,,,,,,,,latino,BRO,,generated.photos_v3_0083244,,False,,False,135 lb,2026-07-09,2000-02-07,,7'-00'',2021-07-09,C,,M,,,False
,generated.photos_v3_0049203,,"5563 Val Vista Boulevard, Casa Grande, AZ 85122",BRO,D86315954,,,,,,,,,Victor Nunez,,,,,,,,,latino,BRO,,generated.photos_v3_0049203,,True,,False,245 lb,2026-11-27,1986-09-06,,6'-00'',2021-11-27,C,,M,,,True
,generated.photos_v3_0073835,,"5544 Pulaski Street, Bisbee, AZ 85603",GRY,D16830832,,,,,,,,,Matthew Allen,,,,,,,,,white,BRO,,generated.photos_v3_0073835,,True,,False,199 lb,2026-10-02,1966-08-13,,5'-05'',2021-10-02,D,,M,,,False
,generated.photos_v3_0000170,,"1436 Deer Valley Road, Peoria, AZ 85345",BRO,D82989586,,,,,,,,,Brian Wade,,,,,,,,,white,BRO,,generated.photos_v3_0000170,,False,,False,118 lb,2027-10-09,1991-06-05,,5'-09'',2022-10-09,D,,M,,,False
,generated.photos_v3_0045438,,"638 Trekell Road, Casa Grande, AZ 85122",BLK,D78576407,,,,,,,,,Tyler Williams,,,,,,,,,white,BRO,,generated.photos_v3_0045438,,False,,False,202 lb,2025-05-18,2000-01-28,,5'-01'',2020-05-18,A,,M,,,False
,generated.photos_v3_0054253,,"99 Olive Avenue, El Mirage, AZ 85335",BRO,D39811739,,,,,,,,,Alberto Martinez,,,,,,,,,latino,BRO,,generated.photos_v3_0054253,,False,,False,176 lb,2026-09-20,1989-05-02,,5'-05'',2021-09-20,C,,M,,,False
,generated.photos_v3_0062905,,"30 Yuma Road, Buckeye, AZ 85326",BLK,D79182341,,,,,,,,,Larry Mitchell,,,,,,,,,white,BRO,,generated.photos_v3_0062905,,False,,False,214 lb,2026-06-26,1991-07-15,,6'-06'',2021-06-26,D,,M,,,False
,generated.photos_v3_0083286,,"605 Hunt Highway, Florence, AZ 85132",BRO,D77368853,,,,,,,,,Ryan Thompson,,,,,,,,,white,BRO,,generated.photos_v3_0083286,,False,,False,190 lb,2029-01-24,1984-09-08,,5'-01'',2024-01-24,B,,M,,,False
,generated.photos_v3_0027256,,"744 Northern Avenue, Glendale, AZ 85301",BLK,D41588397,,,,,,,,,Douglas Bennett,,,,,,,,,white,BRO,,generated.photos_v3_0027256,,False,,False,113 lb,2028-04-21,1988-10-23,,5'-08'',2023-04-21,A,,M,,,False
,generated.photos_v3_0059996_0728435_0634450,,"4036 Yuma Road, Goodyear, AZ 85338",BRO,D29273366,,,,,,,,,Aisha Clark,,,,,,,,,black,BRO,,generated.photos_v3_0059996_0728435_0634450,,False,,False,125 lb,2029-12-17,1995-05-29,,5'-08'',2024-12-17,A,,F,,,False
,generated.photos_v3_0067100,,"719 Opera Drive, Bisbee, AZ 85603",BLK,D25619140,,,,,,,,,Devante Simmons,,,,,,,,,black,BRO,,generated.photos_v3_0067100,,False,,False,118 lb,2028-03-12,1997-09-21,,5'-05'',2023-03-12,C,,M,,,False
,generated.photos_v3_0075935,,"5582 Gurley Street, Prescott, AZ 86301",BLK,D55687401,,,,,,,,,Sergio Gomez,,,,,,,,,latino,BRO,,generated.photos_v3_0075935,,False,,False,100 lb,2026-03-01,1996-03-10,,6'-01'',2021-03-01,B,,M,,,False
,generated.photos_v3_0090991,,"501 Copper Basin Road, Prescott, AZ 86301",BRO,D27448387,,,,,,,,,Brian Roberta,,,,,,,,,white,GRA,,generated.photos_v3_0090991,,False,,False,205 lb,2027-01-17,1991-02-02,,5'-08'',2022-01-17,C,,M,,,False
,generated.photos_v3_0022676,,"83 Casa Grande Avenue, Casa Grande, AZ 85122",BLN,D07843452,,,,,,,,,Skylar Lee,,,,,,,,,white,GRA,,generated.photos_v3_0022676,,False,,False,146 lb,2026-10-02,1961-05-17,,7'-02'',2021-10-02,D,,F,,,False
,generated.photos_v3_0021419,,"490 Cotton Lane, Goodyear, AZ 85338",BRO,D48910859,,,,,,,,,Aria Davis,,,,,,,,,white,BLU,,generated.photos_v3_0021419,,True,,False,107 lb,2027-03-09,1981-08-03,,5'-09'',2022-03-09,D,,F,,,False
,generated.photos_v3_0067100_0897354_0027392,,"154 Willow Street, Florence, AZ 85132",BRO,D11960501,,,,,,,,,Tariq Thomas,,,,,,,,,black,BRO,,generated.photos_v3_0067100_0897354_0027392,,False,,False,163 lb,2027-09-23,1998-07-06,,5'-04'',2022-09-23,C,,M,,,False
,generated.photos_v3_0054904,,"71 91st Avenue, Peoria, AZ 85345",BRO,D90962565,,,,,,,,,Evelyn Ortega,,,,,,,,,latino,BRO,,generated.photos_v3_0054904,,False,,False,192 lb,2029-10-16,1993-06-17,,5'-08'',2024-10-16,D,,F,,,False
,generated.photos_v3_0072572_0465277_0392561,,"8784 Craycroft Road, Sahuarita, AZ 85629",BRO,D90960690,,,,,,,,,Nikita Walker,,,,,,,,,black,BRO,,generated.photos_v3_0072572_0465277_0392561,,False,,False,166 lb,2026-09-07,1986-11-17,,5'-07'',2021-09-07,D,,F,,,False
,generated.photos_v3_0029079,,"35 Hunt Highway, Florence, AZ 85132",BRO,D07505859,,,,,,,,,Emma Scott,,,,,,,,,white,BRO,,generated.photos_v3_0029079,,False,,False,117 lb,2028-08-24,1997-02-25,,6'-10'',2023-08-24,B,,F,,,False
,generated.photos_v3_0077677,,"698 W. Mingus Avenue, Cottonwood, AZ 86326",BRO,D52732559,,,,,,,,,Julia Padilla,,,,,,,,,latino,BRO,,generated.photos_v3_0077677,,False,,False,140 lb,2027-10-26,1994-07-11,,5'-01'',2022-10-26,B,,F,,,False
,generated.photos_v3_0106887,,"8485 Rosser Street, Prescott, AZ 86301",BRO,D40909842,,,,,,,,,Zara Chung,,,,,,,,,asian,BRO,,generated.photos_v3_0106887,,False,,False,179 lb,2026-12-23,2000-06-26,,5'-06'',2021-12-23,D,,F,,,True
,generated.photos_v3_0055213,,"3 Porter Road, Maricopa, AZ 85138",BRO,D79087791,,,,,,,,,Alexa Mendez,,,,,,,,,latino,BRO,,generated.photos_v3_0055213,,False,,False,170 lb,2026-11-28,1997-05-25,,5'-01'',2021-11-28,A,,F,,,False
,generated.photos_v3_0034416_0308199_0580580,,"28 S. 7th Street, Cottonwood, AZ 86326",BLK,D94815054,,,,,,,,,Aliyah Johnson,,,,,,,,,black,BRO,,generated.photos_v3_0034416_0308199_0580580,,False,,False,169 lb,2026-12-16,1994-01-15,,6'-00'',2021-12-16,B,,F,,,False
,generated.photos_v3_0067921,,"949 Montezuma Street, Prescott, AZ 86301",BRO,D85644249,,,,,,,,,Peng Chua,,,,,,,,,asian,BRO,,generated.photos_v3_0067921,,False,,False,178 lb,2026-04-27,1996-06-22,,6'-08'',2021-04-27,C,,M,,,False
,generated.photos_v3_0081268,,"87 Palo Verde Road, Sahuarita, AZ 85629",BLK,D85837111,,,,,,,,,Cesar Munoz,,,,,,,,,latino,BRO,,generated.photos_v3_0081268,,False,,False,244 lb,2026-05-10,1992-12-14,,6'-08'',2021-05-10,A,,M,,,False
,generated.photos_v3_0060914,,"9051 Lemon Street, Tempe, AZ 85281",BRO,D59478478,,,,,,,,,Alexander Rivers,,,,,,,,,white,BRO,,generated.photos_v3_0060914,,False,,False,249 lb,2026-01-01,1994-09-30,,7'-00'',2021-01-01,B,,M,,,True
,generated.photos_v3_0018663,,"154 Copper Basin Road, Prescott, AZ 86301",BRO,D76467645,,,,,,,,,Ronald Hill,,,,,,,,,white,BRO,,generated.photos_v3_0018663,,False,,False,220 lb,2025-05-29,1996-04-07,,5'-02'',2020-05-29,B,,M,,,False
,generated.photos_v3_0036575,,"979 Florence Boulevard, Casa Grande, AZ 85122",BRO,D82788217,,,,,,,,,James Martin,,,,,,,,,white,BRO,,generated.photos_v3_0036575,,False,,False,174 lb,2025-02-04,1993-02-20,,5'-06'',2020-02-04,D,,M,,,False
,generated.photos_v3_0097387,,"9 McQueen Road, Chandler, AZ 85224",BRO,D29449514,,,,,,,,,Mario Fernandez,,,,,,,,,latino,BRO,,generated.photos_v3_0097387,,False,,False,141 lb,2027-05-27,1994-05-12,,6'-06'',2022-05-27,D,,M,,,False
,generated.photos_v3_0058290,,"55 Highway 95, Bullhead City, AZ 86442",BRO,D55499219,,,,,,,,,Melanie Cruz,,,,,,,,,latino,BRO,,generated.photos_v3_0058290,,False,,False,170 lb,2027-02-04,1994-07-31,,7'-07'',2022-02-04,A,,F,,,False
,generated.photos_v3_0082952,,"994 Rainbow Road, Buckeye, AZ 85326",BRO,D70026418,,,,,,,,,Yaretzi Medina,,,,,,,,,latino,BRO,,generated.photos_v3_0082952,,False,,False,150 lb,2026-09-01,1995-01-03,,6'-00'',2021-09-01,C,,F,,,False
,generated.photos_v3_0009963,,"75 Route 66, Flagstaff, AZ 86001",BRO,D56059887,,,,,,,,,Melanie Fernandez,,,,,,,,,latino,BRO,,generated.photos_v3_0009963,,False,,False,112 lb,2026-10-08,1992-01-18,,5'-03'',2021-10-08,D,,F,,,False
,generated.photos_v3_0078624,,"16 Silver Creek Road, Bullhead City, AZ 86442",BLN,D44478355,,,,,,,,,Abigail Bennett,,,,,,,,,white,BLU,,generated.photos_v3_0078624,,True,,False,142 lb,2027-03-07,1986-05-13,,5'-08'',2022-03-07,B,,F,,,False
,generated.photos_v3_0107782,,"2310 University Drive, Mesa, AZ 85201",BRO,D09044844,,,,,,,,,Dennis Biden,,,,,,,,,white,BRO,,generated.photos_v3_0107782,,False,,False,206 lb,2027-01-08,1990-12-26,,6'-09'',2022-01-08,B,,M,,,False
,generated.photos_v3_0020895,,"186 Cooper Road, Chandler, AZ 85224",BRO,D41699313,,,,,,,,,Raj Guo,,,,,,,,,asian,BRO,,generated.photos_v3_0020895,,False,,False,142 lb,2027-02-07,2001-02-20,,7'-10'',2022-02-07,D,,M,,,False
,generated.photos_v3_0036749,,"4792 Silver Creek Road, Bullhead City, AZ 86442",BRO,D38211568,,,,,,,,,Lucy Allen,,,,,,,,,white,GRA,,generated.photos_v3_0036749,,False,,False,178 lb,2025-09-14,1997-10-24,,5'-06'',2020-09-14,B,,F,,,False
,generated.photos_v3_0030310,,"2077 Peoria Avenue, Peoria, AZ 85345",BRO,D24642201,,,,,,,,,Haruto Ishikawa,,,,,,,,,asian,BRO,,generated.photos_v3_0030310,,False,,False,114 lb,2027-02-22,2001-04-19,,7'-11'',2022-02-22,D,,M,,,False
,generated.photos_v3_0072123,,"9422 Main Street, Payson, AZ 85541",BRO,D12327134,,,,,,,,,Scarlett Howard,,,,,,,,,white,BRO,,generated.photos_v3_0072123,,False,,False,193 lb,2027-11-18,1987-01-10,,5'-06'',2022-11-18,B,,F,,,False
,generated.photos_v3_0099784,,"604 Maricopa Street, Casa Grande, AZ 85122",BLK,D77176928,,,,,,,,,Jin Ae Gupta,,,,,,,,,asian,BRO,,generated.photos_v3_0099784,,False,,False,175 lb,2025-12-20,2003-05-08,,6'-11'',2020-12-20,A,,F,,,False
,generated.photos_v3_0045823,,"1334 9th Street, Florence, AZ 85132",BRO,D58580445,,,,,,,,,Sofia Fernandez,,,,,,,,,latino,BRO,,generated.photos_v3_0045823,,False,,False,102 lb,2027-08-12,1989-11-04,,5'-07'',2022-08-12,C,,F,,,False
,generated.photos_v3_0051665,,"363 Silver Creek Road, Bullhead City, AZ 86442",BRO,D47185149,,,,,,,,,Arturo Vargas,,,,,,,,,latino,BRO,,generated.photos_v3_0051665,,False,,False,190 lb,2026-09-22,2000-06-01,,5'-10'',2021-09-22,A,,M,,,True
,generated.photos_v3_0075573_0131493_0596363,,"997 Camelback Road, Glendale, AZ 85301",BLK,D16604917,,,,,,,,,Kwame Watson,,,,,,,,,black,BRO,,generated.photos_v3_0075573_0131493_0596363,,False,,False,107 lb,2028-05-06,1997-05-21,,5'-11'',2023-05-06,C,,M,,,False
,generated.photos_v3_0014463,,"702 Aspen Avenue, Flagstaff, AZ 86001",BRO,D33812900,,,,,,,,,Harper Harris,,,,,,,,,white,BRO,,generated.photos_v3_0014463,,False,,False,184 lb,2026-08-19,1982-03-01,,5'-09'',2021-08-19,C,,F,,,False
,generated.photos_v3_0021726_0081156_0279495,,"993 Royal Palm Drive, Apache Junction, AZ 85120",BRO,D06731992,,,,,,,,,Keisha Green,,,,,,,,,black,BRO,,generated.photos_v3_0021726_0081156_0279495,,False,,False,128 lb,2025-04-30,1999-02-27,,5'-08'',2020-04-30,A,,F,,,False
,generated.photos_v3_0006073,,"2346 Santa Fe Avenue, Flagstaff, AZ 86001",BRO,D22174554,,,,,,,,,Nandini Tan,,,,,,,,,asian,BRO,,generated.photos_v3_0006073,,False,,False,174 lb,2028-09-28,1990-08-21,,5'-10'',2023-09-28,A,,F,,,False
,generated.photos_v3_0105787,,"88 Thomas Road, Avondale, AZ 85323",BRO,D10046465,,,,,,,,,Emma Jones,,,,,,,,,white,BRO,,generated.photos_v3_0105787,,False,,False,141 lb,2028-06-09,1995-09-11,,6'-10'',2023-06-09,B,,F,,,False
,generated.photos_v3_0035650,,"265 Carmen Avenue, Sierra Vista, AZ 85635",BRO,D91037275,,,,,,,,,Xia Chen,,,,,,,,,asian,BRO,,generated.photos_v3_0035650,,False,,False,176 lb,2025-12-07,1997-04-30,,6'-11'',2020-12-07,B,,F,,,True
,generated.photos_v3_0025331,,"9695 S. 12th Street, Cottonwood, AZ 86326",BRO,D25117596,,,,,,,,,Takashi Yoshida,,,,,,,,,asian,BRO,,generated.photos_v3_0025331,,False,,False,175 lb,2025-04-30,2001-03-19,,5'-01'',2020-04-30,D,,M,,,False
,generated.photos_v3_0031378,,"3389 12th Street, Eloy, AZ 85131",BLN,D75984614,,,,,,,,,Nora Bosh,,,,,,,,,white,GRA,,generated.photos_v3_0031378,,True,,False,133 lb,2028-12-27,1985-04-06,,6'-07'',2023-12-27,C,,F,,,True
,generated.photos_v3_0075573_0131493_0997184,,"8550 Indian School Road, Scottsdale, AZ 85250",BLK,D06463155,,,,,,,,,Deandre Cook,,,,,,,,,black,BRO,,generated.photos_v3_0075573_0131493_0997184,,True,,False,227 lb,2027-05-28,2003-09-02,,5'-08'',2022-05-28,C,,M,,,False
,generated.photos_v3_0058331,,"405 Santa Rosa Parkway, Maricopa, AZ 85138",BRO,D67583664,,,,,,,,,Leah Hill,,,,,,,,,white,BRO,,generated.photos_v3_0058331,,True,,False,134 lb,2026-09-30,1991-05-17,,6'-04'',2021-09-30,C,,F,,,False
,generated.photos_v3_0010375,,"210 London Bridge Road, Lake Havasu City, AZ 86403",BLN,D90612396,,,,,,,,,Lucy Harris,,,,,,,,,white,BLU,,generated.photos_v3_0010375,,False,,False,165 lb,2026-06-04,1977-12-05,,5'-07'',2021-06-04,B,,F,,,False
,generated.photos_v3_0046654,,"73 La Canada Drive, Oro Valley, AZ 85737",BRO,D82337773,,,,,,,,,Reina Hossain,,,,,,,,,asian,BRO,,generated.photos_v3_0046654,,False,,False,128 lb,2025-06-01,2002-09-09,,5'-03'',2020-06-01,A,,F,,,False
,generated.photos_v3_0112205,,"8 Main Street, Payson, AZ 85541",BRO,D65633637,,,,,,,,,Adriana Gonzalez,,,,,,,,,latino,BRO,,generated.photos_v3_0112205,,False,,False,106 lb,2027-04-07,1996-08-23,,6'-10'',2022-04-07,B,,F,,,False
,generated.photos_v3_0046640,,"44 Meridian Drive, Apache Junction, AZ 85120",BRO,D21693985,,,,,,,,,Lina Yao,,,,,,,,,asian,BRO,,generated.photos_v3_0046640,,False,,False,177 lb,2029-01-24,1996-12-20,,6'-02'',2024-01-24,B,,F,,,False
,generated.photos_v3_0060877,,"1103 Rural Road, Tempe, AZ 85281",BRO,D91859310,,,,,,,,,Gary Anderson,,,,,,,,,white,BRO,,generated.photos_v3_0060877,,False,,False,187 lb,2027-07-09,2000-09-24,,6'-04'',2022-07-09,D,,M,,,True
,generated.photos_v3_0040580,,"98 Corwin Road, Bullhead City, AZ 86442",BRO,D17449044,,,,,,,,,Dennis Martin,,,,,,,,,white,BRO,,generated.photos_v3_0040580,,True,,False,232 lb,2025-11-01,2001-12-14,,5'-11'',2020-11-01,A,,M,,,False
,generated.photos_v3_0024748,,"911 London Bridge Road, Lake Havasu City, AZ 86403",BLK,D39965688,,,,,,,,,Pedro Soto,,,,,,,,,latino,BRO,,generated.photos_v3_0024748,,False,,False,149 lb,2026-12-15,1993-11-11,,5'-00'',2021-12-15,B,,M,,,False
,generated.photos_v3_0033234,,"713 Trekell Road, Casa Grande, AZ 85122",BRO,D77243215,,,,,,,,,Michael Miller,,,,,,,,,white,BRO,,generated.photos_v3_0033234,,False,,False,126 lb,2026-10-12,1989-04-14,,7'-11'',2021-10-12,B,,M,,,False
,generated.photos_v3_0105209,,"83 Cactus Road, El Mirage, AZ 85335",BRO,D57187115,,,,,,,,,Ana Castillo,,,,,,,,,latino,BRO,,generated.photos_v3_0105209,,False,,False,118 lb,2026-03-07,1997-02-08,,5'-11'',2021-03-07,C,,F,,,False
,generated.photos_v3_0075936,,"181 Rancho Vistoso Boulevard, Oro Valley, AZ 85737",BRO,D23654115,,,,,,,,,Camila Rios,,,,,,,,,latino,BRO,,generated.photos_v3_0075936,,True,,False,167 lb,2027-05-10,1997-10-31,,6'-06'',2022-05-10,D,,F,,,False
,generated.photos_v3_0032300,,"95 24th Street, Yuma, AZ 85364",BRO,D57773396,,,,,,,,,Jing Chen,,,,,,,,,asian,BRO,,generated.photos_v3_0032300,,False,,False,125 lb,2029-09-04,2001-05-16,,7'-04'',2024-09-04,B,,F,,,False
,generated.photos_v3_0003687,,"25 Estrella Parkway, Goodyear, AZ 85395",BRO,D11295262,,,,,,,,,Mila Campbell,,,,,,,,,white,BRO,,generated.photos_v3_0003687,,False,,False,132 lb,2026-08-10,1986-12-07,,5'-10'',2021-08-10,A,,F,,,False
,generated.photos_v3_0081825_0003559_0497605,,"87 F Avenue, Douglas, AZ 85607",BLK,D92073999,,,,,,,,,Tyreek Jackson,,,,,,,,,black,BRO,,generated.photos_v3_0081825_0003559_0497605,,False,,False,202 lb,2028-11-02,1996-01-07,,6'-10'',2023-11-02,B,,M,,,False
,generated.photos_v3_0111308,,"8999 7th Street, Eloy, AZ 85131",BRO,D49726561,,,,,,,,,Zhang Fujimoto,,,,,,,,,asian,BRO,,generated.photos_v3_0111308,,False,,False,109 lb,2028-02-28,1993-01-22,,7'-08'',2023-02-28,D,,M,,,False
,generated.photos_v3_0055204,,"570 Queen Creek Road, Gilbert, AZ 85233",BRO,D28679797,,,,,,,,,Eric Howard,,,,,,,,,white,BRO,,generated.photos_v3_0055204,,False,,False,238 lb,2025-10-21,1998-06-10,,7'-00'',2020-10-21,A,,M,,,False
,generated.photos_v3_0053852,,"7813 Sarival Avenue, Goodyear, AZ 85395",BRO,D83729469,,,,,,,,,Miyu Rahman,,,,,,,,,asian,BRO,,generated.photos_v3_0053852,,True,,False,103 lb,2025-04-05,1991-06-16,,6'-03'',2020-04-05,D,,F,,,False
,generated.photos_v3_0109590,,"9935 Country Club Drive, Mesa, AZ 85201",BLK,D28330414,,,,,,,,,Juan Carlos Lopez,,,,,,,,,latino,BRO,,generated.photos_v3_0109590,,False,,False,244 lb,2025-02-24,2005-11-21,,6'-05'',2020-02-24,C,,M,,,False
,generated.photos_v3_0059996_0728435_0643585,,"86 Houghton Road, Sahuarita, AZ 85629",BRO,D38216947,,,,,,,,,Shamika Dixon,,,,,,,,,black,BRO,,generated.photos_v3_0059996_0728435_0643585,,False,,False,194 lb,2028-06-20,1989-01-05,,5'-02'',2023-06-20,A,,F,,,False
,generated.photos_v3_0093492,,"996 Santa Fe Avenue, Flagstaff, AZ 86001",BRO,D21017010,,,,,,,,,Nisha Choudhury,,,,,,,,,asian,BRO,,generated.photos_v3_0093492,,False,,False,130 lb,2028-01-04,1998-02-14,,5'-03'',2023-01-04,C,,F,,,True
